Category,Subcategory,Location Name,Store ID,Address,Suite #,City,State,Zip Code,Phone,Hours,Website,Source,Supplier,Filtration Method,Size(s),Price,Category,Subcategory
,,Rite Aid 5768,,921 S Brookhurst St,,Anaheim,CA,92804,,,,,,,,,,
,,Pak N Save Safeway 3121,,2237 West Cleveland,,Madera,CA,93637,,,,,,,,,,
,,Nyatt Grocery,,1798 8 Th St,,Mendota,CA,93640,,,,,,,,,,
,,Fontana Liquor & Market,,1305 Niles St,,Bakersfield,CA,93305,,,,,,,,,,
,,Rositas Pure Water # 2,,38713 North Tierra Subida Avenue 205,,Palmdale,CA,93551,,,,,,,,,,
,,Circle K 0575,,28968 Goetz Rd,,Quail Valley,CA,92587,,,,,,,,,,
,,Town Center Market,,29144 Valley Center Rd.,,Valley Center,CA,92082,,,,,,,,,,
,,Grocery Outlet 123,,845 Harbor Blvd,,West Sacramento,CA,95691,,,,,,,,,,
,,R N Supermarket 06,,6745 N. Cedar Avenue,,Fresno,CA,93710,,,,,,,,,,
,,Lucky,,155 Crescent Plaza,,Pleasant Hill,CA,94523,,,,,,,,,,
,,Rite Aid 4209 5928,,1491 Imola Avenue,,Napa,CA,94558,,,,,,,,,,
,,Short Stop Shopping Center,,10000 Main Street,,Lamont,CA,93241,,,,,,,,,,
,,Dollar Tree 3207,,796 Fletcher Pkwy,,El Cajon,CA,92020,,,,,,,,,,
,,Sutter & De La Guerra,,318 N Sutter,,Planada,CA,95365,,,,,,,,,,
,,La Mexicana Meat Market,,14309 South Atlantic Avenue,# 106,Compton,CA,90221,,,,,,,,,,
,,Ernie's Liquor,,2125 Morrill Avenue,,San Jose,CA,95132,,,,,,,,,,
,,Ramona & Cogswell,,12100 #1 A Ramona Blvd.,,El Monte,CA,91732,,,,,,,,,,
,,Sibi Inc,,2600 W 54 Th St,,Los Angeles,CA,90043,,,,,,,,,,
,,Stater Brothers,,851 N. Harbor Blvd.,,La Habra,CA,90631,,,,,,,,,,
,,CVS 09707,,14735 Ventura Blvd,,Sherman Oaks,CA,91403,,,,,,,,,,
,,Vallarta 28,,1515 Panama Ln,,Bakersfield,CA,93312,,,,,,,,,,
,,Delano Food Mart Shell,,2241 Girard St,,Delano,CA,93215,,,,,,,,,,
,,Kaspians Liquor,,12512 Ave 416,,Orosi,CA,93647,,,,,,,,,,
,,Albertsons 6194,,810 S.State College Blvd,,Anaheim,CA,92805,,,,,,,,,,
,,Best Way Market,,9990 Long Beach Blvd.,,Lynwood,CA,90262,,,,,,,,,,
,,Union 76,,17704 Sherman Way,,Reseda,CA,91335,,,,,,,,,,
,,Food 4 Less Kroger,,644 N. Broadway,,Escondido,CA,92025,,,,,,,,,,
,,Amgs Corp,,300 Bear Mountain Blvd,,Arvin,CA,93203,,,,,,,,,,
,,In Dan Out Water,,34351 Date Palm Drive,Suite 3 K,Cathedral City,CA,92234,,,,,,,,,,
,,National Market,,1101 Hwy 46,,Wasco,CA,93280,,,,,,,,,,
,,Laurora Market,,290 W 10 Th Street,,Pittsburg,CA,94565,,,,,,,,,,
,,Pennsylvania & Main,,1200 Main St,,Watsonville,CA,95076,,,,,,,,,,
,,Jons 25,,11072 Magnolia Ave,,Garden Grove,CA,92841,,,,,,,,,,
,,Vons 2345,,1000 W. El Norte Parkway,,Escondido,CA,92027,,,,,,,,,,
,,CVS 09393,,2075 Mendecino Avenue,,Santa Rosa,CA,95401,,,,,,,,,,
,,CVS 09792,,690 East Foothill Blvd,,Upland,CA,91786,,,,,,,,,,
,,Palace Food Depot,,115 S West St,,Tulare,CA,93274,,,,,,,,,,
,,La Mexicana Market,,217 E Street,,Waterford,CA,95386,,,,,,,,,,
,,Butcher Block Meats,,2670 National Avenue,,San Diego,CA,92113,,,,,,,,,,
,,Circle K 0409,,6908 Indiana Ave,,Riverside,CA,92506,,,,,,,,,,
,,Safeway 2510 1661,,2001 Mchenry Ave,,Modesto,CA,95350,,,,,,,,,,
,,La Market,,607 S Soto St,,Los Angeles,CA,90023,,,,,,,,,,
,,Shell Gas,,1102 Hollister St,,San Diego,CA,92154,,,,,,,,,,
,,Nugget Market 05,,1040 Florin Rd,,Sacramento,CA,95831,,,,,,,,,,
,,Chans Market,,1237 Lincoln Ave,,Pasadena,CA,91103,,,,,,,,,,
,,Rite Aid 5577,,14121 E Ramona,,Baldwin Park,CA,91706,,,,,,,,,,
,,Albertsons 6720,,7660 El Camino Real,,Carlsbad,CA,92009,,,,,,,,,,
,,Foods Co.,,4838 E. Kings Canyon Rd.,,Fresno,CA,93727,,,,,,,,,,
,,Circle K 2655175 (Franchise),,2811 Evergreen Ave,,West Sacramento,CA,95691,,,,,,,,,,
,,Brandywine Liquor,,1655 Brandywine,,Chula Vista,CA,91911,,,,,,,,,,
,,Ojo De Agua Pura Agua,,5031 North Figueroa Atreet,# 2,Los Angeles,CA,90042,,,,,,,,,,
,,M & M Grocery,,225 Marie Street,,Mendota,CA,93640,,,,,,,,,,
,,Save Mart,,111 East 18 Th St,,Antioch,CA,94509,,,,,,,,,,
,,Circle K Market (Ind),,2060 S Euclid St,,Anaheim,CA,92802,,,,,,,,,,
,,Yuba Food & Liquor Mart,,605 10 Th St,,Marysville,CA,95901,,,,,,,,,,
,,Save Mart,,7707 Laguna Blvd,,Elk Grove,CA,95624,,,,,,,,,,
,,Valu Plus 11,,15202 Hawthorne Blvd,,Lawndale,CA,90260,,,,,,,,,,
,,Ralphs,,320 W. Colorado,,Pasadena,CA,91105,,,,,,,,,,
,,Nugget 7,,771 Pleasant Grove Blvd,,Roseville,CA,95678,,,,,,,,,,
,,Bandini Market,,2313 S Atlantic Blvd,,City Of Commerce,CA,90040,,,,,,,,,,
,,Mexico Meat Market,,22648 Vermont St,,Hayward,CA,94541,,,,,,,,,,
,,Arco Of Downey,,9522 Firestone Blvd,,Downey,CA,90241,,,,,,,,,,
,,Ralphs,,28231 Crown Valley Parkway,,Laguna Niguel,CA,92677,,,,,,,,,,
,,Fiesta Latina,,1424 Cary Ave,,San Mateo,CA,94401,,,,,,,,,,
,,Best Sky Water,,1403 North Main Street,Suite B,Santa Ana,CA,92701,,,,,,,,,,
,,Spd Market,,129 Mcknight Way,,Grass Valley,CA,95949,,,,,,,,,,
,,R N Supermarket 02,,655 W Visalia Road,,Exeter,CA,93221,,,,,,,,,,
,,La Tapatia Market,,504 Brown St,,Napa,CA,94559,,,,,,,,,,
,,Star Laundry,,3419 International Blvd,,Oakland,CA,94601,,,,,,,,,,
,,Joes Westside Market,,22388 Ave 152,,Porterville,CA,93257,,,,,,,,,,
,,Los Amigos Food Center,,36210 Lassen Ave,,Huron,CA,93234,,,,,,,,,,
,,Rite Aid 6472,,1035 Orange Thorpe Ave,,Fullerton,CA,92833,,,,,,,,,,
,,La Vina Market,,24117 Avenue 9,,Madera,CA,93637,,,,,,,,,,
,,Mother & Kid Nutrition,,13518 South Harbor Blvd,Suite A7,Garden Grove,CA,92843,,,,,,,,,,
,,Super A Foods 09,,300 W. Main Street,,Alhambra,CA,91801,,,,,,,,,,
,,Raleys 246,,110 Hartnell Avenue,,Redding,CA,96002,,,,,,,,,,
,,Circle K 1971(Pcf),,1702 Mentone Blvd,,Mentone,CA,92359,,,,,,,,,,
,,Maxx Value Foods,,415 Paradise Rd.,,Modesto,CA,95351,,,,,,,,,,
,,Valu Plus 34,,12120 E. Carson Street,,Hawaiian Gardens,CA,90716,,,,,,,,,,
,,Purified Drinking Water And Ice Company,,1549 North Vasco Road,,Livermore,CA,94551,,,,,,,,,,
,,Redlands Ranch Mkt 1,,800 East Lugonia,,Redlands,CA,92374,,,,,,,,,,
,,Foods Co.,,1030 E. Alisal St.,,Salinas,CA,93905,,,,,,,,,,
,,K & S Market,,305 N Ash St,,Escondido,CA,92027,,,,,,,,,,
,,Stater Brothers,,3200 W. Florida Ave.,,Hemet,CA,92545,,,,,,,,,,
,,Lucky,,1530 Fitzgerald Dr.,,Pinole,CA,94564,,,,,,,,,,
,,Alpine Living Water,,2821 East Lincoln Avenue,,Anaheim,CA,92806,,,,,,,,,,
,,Ralphs,,13321 E. South St.,,Cerritos,CA,90701,,,,,,,,,,
,,Henrys 124,,4630 Palm Ave,,La Mesa,CA,91941,,,,,,,,,,
,,CVS 08439,,15025 Perris Blvd,,Moreno Valley,CA,92551,,,,,,,,,,
,,CVS 6368,,635 S Melrose Dr,,Vista,CA,92083,,,,,,,,,,
,,Pure Water,,6522 Stanton Avenue,Suite D,Buena Park,CA,90621,,,,,,,,,,
,,Borland Market,,15904 N Hwy 59,,Snelling,CA,95369,,,,,,,,,,
,,Lucky 7 Market,,501 10 Th St,,Taft,CA,93268,,,,,,,,,,
,,East & Grantline,,2300 East St,,Tracy,CA,95376,,,,,,,,,,
,,Liberty Market 2,,16385 Schedel Ave,,Delhi,CA,95315,,,,,,,,,,
,,Reds Liquor,,10001 S Main St,,Los Angeles,CA,90003,,,,,,,,,,
,,1st & National City Blvd.,,110 A National City Blvd.,,National City,CA,91950,,,,,,,,,,
,,E Z Mart West,,295 N Lovekin Blvd,,Blythe,CA,92225,,,,,,,,,,
,,Ray's Food Place 36,,15930 Dam Road,,Clear Lake,CA,95422,,,,,,,,,,
,,Food Maxx,,1370 Fitzgerald Dr.,,Pinole,CA,94564,,,,,,,,,,
,,Favorite Liquor,,533 S Victory Blvd,,Burbank,CA,91502,,,,,,,,,,
,,El Molacajete Market,,360 E Lodi Ave,,Lodi,CA,95240,,,,,,,,,,
,,Vons 2273,,245 Palos Verdes Blvd,,Redondo Beach,CA,90277,,,,,,,,,,
,,99 Ranch 16,,7330 Clairmont Mesa Blvd,,San Diego,CA,92111,,,,,,,,,,
,,Kruse Dairy,,9621 Kruse Rd,,Pico Rivera,CA,90660,,,,,,,,,,
,,Safeway 2509 3027,,170 El Camino Real,,South San Francisco,CA,94080,,,,,,,,,,
,,Best Way Market 14,,19050 La Puente Road,,West Covina,CA,91792,,,,,,,,,,
,,Niles & Shalimar,,1125 Shalimar Dr.,,Bakersfield,CA,93306,,,,,,,,,,
,,Union 76,,4715 Van Nuys Blvd,,Sherman Oaks,CA,91423,,,,,,,,,,
,,Grocery Outlet,,1203 N State St,,Ukiah,CA,95482,,,,,,,,,,
,,Courtland Market,,11711 Highway 160,,Courtland,CA,95615,,,,,,,,,,
,,Apple Valley Mobil(Mark&Mikes),,22488 Hwy 18,,Apple Valley,CA,92307,,,,,,,,,,
,,CVS 09149,,6750 N. Cedar Avenue,,Fresno,CA,93710,,,,,,,,,,
,,Golden Market,,7219 S Western Ave,,Los Angeles,CA,90047,,,,,,,,,,
,,Agnes Mini Market,,6755 Agnes Ave,,North Hollywood,CA,91605,,,,,,,,,,
,,Westmorland Food Store,,101 W Main St,,Westmorland,CA,92281,,,,,,,,,,
,,Circle K 0514 (Pcf),,14527 Slover Ave,,Fontana,CA,92335,,,,,,,,,,
,,Rite Aid 6028,,490 S Main St,,Fort Bragg,CA,95437,,,,,,,,,,
,,Circle K 0355 (Pcf),,61920 Twentynine Palms Hwy,,Joshua Tree,CA,92252,,,,,,,,,,
,,Salton Sea Beach,,288 Coachella Ave,,Salton Sea Beach,CA,92274,,,,,,,,,,
,,Don Rafas,,50 West Riverside,,Watsonville,CA,95076,,,,,,,,,,
,,Precious Babies,,1725 W 7 Th St,,Los Angeles,CA,90017,,,,,,,,,,
,,CVS 03942,,8915 Town Center Drive,,San Diego,CA,92122,,,,,,,,,,
,,Quick Stop,,1 Porter Dr,,Watsonville,CA,95076,,,,,,,,,,
,,Two Way Fruit Stand,,112 W California,,Fresno,CA,93706,,,,,,,,,,
,,Ralphs,,2600 W. Victory,,Burbank,CA,91505,,,,,,,,,,
,,Pure Water,,562 West Holt Blvd,Suite E,Ontario,CA,91761,,,,,,,,,,
,,Allen Coin Laundry,,366 N Allen Avenue,,Pasadena,CA,91106,,,,,,,,,,
,,El Nopalito Market,,410 San Diego St,,Oceanside,CA,92054,,,,,,,,,,
,,Exeter Mini Mart,,400 W Pine Street,,Exeter,CA,93221,,,,,,,,,,
,,March Lane Pure Water,,707 East March Lane # 3,,Stockton,CA,95207,,,,,,,,,,
,,Superior 113,,3600 E Cesar Chavez Ave,,East Los Angeles,CA,90063,,,,,,,,,,
,,Rite Aid 5609,,9450 Las Tunas,,Temple City,CA,91780,,,,,,,,,,
,,Merritt & Rico,,10961 Merritt St.,,Castroville,CA,95012,,,,,,,,,,
,,Stater Brothers,,11300 Firestone Blvd.,,Norwalk,CA,90650,,,,,,,,,,
,,New Compton Liquor & Market,,625 West Compton Blvd,,Compton,CA,90220,,,,,,,,,,
,,Circle A,,1215 E 22 Nd St,,Marysville,CA,95901,,,,,,,,,,
,,Kings Liquor,,1328 Fulton Way,,Sacramento,CA,95825,,,,,,,,,,
,,Anaheim Riverdale,,38998 Riverdale,,Anaheim,CA,92807,,,,,,,,,,
,,Bel Air 526,,1885 East Gibson Rd,,Woodland,CA,95776,,,,,,,,,,
,,7 Eleven Lakeside,,10143 Maine Ave,,Lakeside,CA,92040,,,,,,,,,,
,,Five Star Market,,23037 Fresno Coalinga Rd,,Five Points,CA,93624,,,,,,,,,,
,,Brothers Market,,202 Buena Vista Road,,Freedom,CA,95019,,,,,,,,,,
,,CVS 08851,,24271 Muirlands Blvd.,,Lake Forest,CA,92630,,,,,,,,,,
,,Albertsons 6563,,989 Avenida Pico,,San Clemente,CA,92673,,,,,,,,,,
,,999 Best Drinking Water,,10656 Magnolia Street,,Anaheim,CA,92804,,,,,,,,,,
,,CVS 09861,,800 Tri City Center Drive,,Redlands,CA,92373,,,,,,,,,,
,,Big Saver 13,,16000 Woodruff,,Bellflower,CA,90706,,,,,,,,,,
,,La Mexiciana Market,,201 S. I Street,,Lompoc,CA,93436,,,,,,,,,,
,,Buy Low Market,,250 N La Brea Ave,,Inglewood,CA,90301,,,,,,,,,,
,,Ralphs,,30125 Antelope Rd.,,Menifee,CA,92584,,,,,,,,,,
,,Best Purified Water,,1781 Hillsdale Avenue,,San Jose,CA,95124,,,,,,,,,,
,,Lims Market,,10626 Weigand Ave,,Los Angeles,CA,90002,,,,,,,,,,
,,Mercado Las Palmas,,1080 Saratoga Ave Unit 15,,San Jose,CA,95129,,,,,,,,,,
,,Short Stop 27,,7929 Van Nuys Blvd,,Panorama City,CA,91402,,,,,,,,,,
,,"Winco Foods, LLC #10",,5110 Montauban Avenue,,Stockton,CA,95210,,,,,,,,,,
,,Hostess 011,,1998 S Chester,,Bakersfield,CA,93304,,,,,,,,,,
,,Pacific Convenience Fuel 5739,,31805 Grape St,,Lake Elsinore,CA,92532,,,,,,,,,,
,,Stater Brothers,,17050 Van Buren Blvd.,,Riverside,CA,92504,,,,,,,,,,
,,CVS 09308,,901 N Carpenter Rd. Bldg 30,,Modesto,CA,95351,,,,,,,,,,
,,Poso & D,,1010 Poso Dr,,Wasco,CA,93280,,,,,,,,,,
,,CVS 03925,,2133 Shaw Ave,,Clovis,CA,93611,,,,,,,,,,
,,CVS 09195,,8831 Villa La Jolla,,La Jolla,CA,92037,,,,,,,,,,
,,Alexs Market,,801 W Laurel St,,Lompoc,CA,93427,,,,,,,,,,
,,Broadway & K Center,,798 Broadway,,Chula Vista,CA,91910,,,,,,,,,,
,,Van Nuys & Nordoff,,9110 N. Van Nuys Blvd 1 A,,Panorama City,CA,91402,,,,,,,,,,
,,El Cyberpaisa,,218 San Diego St,,Oceanside,CA,92059,,,,,,,,,,
,,CVS 09937,,4445 Mission Blvd,,San Diego,CA,92109,,,,,,,,,,
,,Qik Market,,7601 Vineland Ave,,Sun Valley,CA,91352,,,,,,,,,,
,,Ralphs,,17500 Crenshaw Blvd,,Torrance,CA,90504,,,,,,,,,,
,,Plaza Supermarket,,840 S Alvarado,,Los Angeles,CA,90057,,,,,,,,,,
,,International Market,,786 East Foothill Blvd,,Rialto,CA,92376,,,,,,,,,,
,,Vons 2034,,13730 Foothill Blvd,,Sylmar,CA,91350,,,,,,,,,,
,,Don Jose Produce,,575 1 St St,,Gilroy,CA,95020,,,,,,,,,,
,,Fastrip 918,,432 S Madera,,Kerman,CA,93630,,,,,,,,,,
,,Palm Springs Market,,4301 Palm Avenue,,La Mesa,CA,91941,,,,,,,,,,
,,Golden State Mobil,,3200 F Street,,Bakersfield,CA,93301,,,,,,,,,,
,,Ralphs,,24911 Western Ave,,Lomita,CA,90717,,,,,,,,,,
,,La Perla Tapatia Market 1460,,1460 Mitchell Rd,,Ceres,CA,95307,,,,,,,,,,
,,Gavilan Market,,8110 Westwood Dr,,Gilroy,CA,95020,,,,,,,,,,
,,Oak Hill Market,,2150 Heritage Loop Rd,,Paso Robles,CA,93446,,,,,,,,,,
,,Elizabeth & Hwy 120,,1539 Elizabeth Street,,Escalon,CA,95320,,,,,,,,,,
,,Circle K 5658 (Pcf),,1950 Guerneville Rd,,Santa Rosa,CA,95401,,,,,,,,,,
,,Foods Co.,,2443 H. De La Rosa Sr,,Soledad,CA,93960,,,,,,,,,,
,,La Noria Market,,5704 Mission Blvd.,,Rubidoux,CA,92509,,,,,,,,,,
,,99 Ranch 03,,1015 S Nogales Street,,Rowland Heights,CA,91748,,,,,,,,,,
,,Rio Ranch Market 6,,3317 Ramsey,,Banning,CA,92220,,,,,,,,,,
,,Washington Dairy,,11302 East Washington Blvd,,Santa Fe Springs,CA,90670,,,,,,,,,,
,,Dales Liquor,,8717 Woodman Ave,,Arleta,CA,91331,,,,,,,,,,
,,Safeway 2510 0955,,2600 Willow Pass Rd,,Concord,CA,94519,,,,,,,,,,
,,Esplanade Valero,,2233 Esplande,,Chico,CA,95926,,,,,,,,,,
,,Ralphs,,7140 Avenida Encinas,,Carlsbad,CA,92010,,,,,,,,,,
,,Alhambra Water,,314 Abbot Street,,Salinas,CA,93901,,,,,,,,,,
,,Albertsons 6162,,2627 Lincoln Blvd,,Santa Monica,CA,90405,,,,,,,,,,
,,Nob Hill 607,,1320 S Main St,,Salinas,CA,93901,,,,,,,,,,
,,Square Deal Market,,301 20 Th Street,,San Diego,CA,92102,,,,,,,,,,
,,Youngs Market,,5421 S Hoover,,Los Angeles,CA,90037,,,,,,,,,,
,,Wasco Texaco,,1224 Hwy 46,,Wasco,CA,93280,,,,,,,,,,
,,Village Greens Market,,795 Camarillo Springs Blvd Ste F,,Camarillo,CA,93012,,,,,,,,,,
,,Circle K (Replaced) 2970,,704 Main St,,Ramona,CA,92065,,,,,,,,,,
,,Nt Pure Water,,3005 Silver Creek Road,Suite 178,San Jose,CA,95121,,,,,,,,,,
,,Vons 2660,,38995 Sky Canyon Dr,,Murrieta,CA,92563,,,,,,,,,,
,,Washington Market,,121 W Washington Ave,,El Cajon,CA,92020,,,,,,,,,,
,,Ralphs,,2741 W. Macarthur Blvd,,Santa Ana,CA,92704,,,,,,,,,,
,,Rotten Robbies 49,,720 W Tennyson,,Hayward,CA,94544,,,,,,,,,,
,,CVS 8850,,19121 Beach Blvd,,Huntington Beach,CA,92648,,,,,,,,,,
,,Bel Air 511,,4005 Manzanita,,Carmichael,CA,95608,,,,,,,,,,
,,Rite Aid 5470,,220 E. Grand,,El Segundo,CA,90245,,,,,,,,,,
,,Chinos Market,,147 S 12 Th Street,,Santa Paula,CA,93060,,,,,,,,,,
,,West Arrow Market,,16146 Arrow Blvd,,Fontana,CA,92335,,,,,,,,,,
,,Rite Aid 4205 5855,,1317 Pacheco Blvd.,,Los Banos,CA,93635,,,,,,,,,,
,,Ml Liquors,,10971 Potrero Rd,,Moss Landing,CA,95039,,,,,,,,,,
,,U & A Mini Mart 2,,13015 East Kings Canyon Rd,,Sanger,CA,93657,,,,,,,,,,
,,Red & White Market,,510 Vista Way,,Oceanside,CA,92054,,,,,,,,,,
,,CVS 09852,,11426 Washington Blvd,,Whittier,CA,90601,,,,,,,,,,
,,Circle K 5209,,1954 N. Ventura Road,,Oxnard,CA,93030,,,,,,,,,,
,,Ralphs,,8800 Grossmont Blvd.,,La Mesa,CA,91941,,,,,,,,,,
,,Nob Hill 623,,611 Trancas St,,Napa,CA,94558,,,,,,,,,,
,,Lankershim Market,,7614 Lankershim Blvd,,North Hollywood,CA,91605,,,,,,,,,,
,,Ventura West Marina 2,,1867 Spinnaker Dr,,Ventura,CA,93001,,,,,,,,,,
,,La Chiquita Market,,170 South Tthompson Avenue,,Nipomo,CA,93444,,,,,,,,,,
,,CVS 09824,,2973 State Street,,Santa Barbara,CA,93105,,,,,,,,,,
,,Hernandez Market 2,,525 Laurel St Suite 135,,Santa Cruz,CA,95060,,,,,,,,,,
,,Pch & Normandie,,1333 W. Pch 1 A,,Harbor,CA,90710,,,,,,,,,,
,,Hi Time Liquors,,4010 Calle Real,,Santa Barbara,CA,93110,,,,,,,,,,
,,La Tapatia Market,,6950 N Long Beach Blvd,,Long Beach,CA,90805,,,,,,,,,,
,,CVS 09759,,270 E Lincoln Ave,,Anaheim,CA,92805,,,,,,,,,,
,,Ralphs,,2930 E. Fourth St.,,Long Beach,CA,90814,,,,,,,,,,
,,Juniors Market,,502 N Oak Street,,Santa Paula,CA,93060,,,,,,,,,,
,,CVS 09286,,581 W. Channel Island Blvd,,Port Hueneme,CA,93041,,,,,,,,,,
,,R & G Food Basket 2,,10951 E Rosecrans Ave,,Norwalk,CA,90650,,,,,,,,,,
,,Circle K 5213 (Pcf),,1061 El Norte Parkway,,Escondido,CA,92027,,,,,,,,,,
,,Percy Market,,169 Percy Ave,,Yuba City,CA,95991,,,,,,,,,,
,,India Mart,,1087 Foxworthy Ave,,San Jose,CA,95118,,,,,,,,,,
,,CVS 09844,,760 Arneill Road,,Camarillo,CA,93010,,,,,,,,,,
,,March Afb,,March Afb,,Riverside,CA,92518,,,,,,,,,,
,,Atlantic Dairy,,12306 S Atlantic Ave,,Lynwood,CA,90262,,,,,,,,,,
,,Mi Pueblo 12,,320 N Capitol Ave,,San Jose,CA,95127,,,,,,,,,,
,,La Princesa Market 5,,1260 Main St,,Watsonville,CA,95076,,,,,,,,,,
,,Bel Air 521,,1286 Staber Lane,,Yuba City,CA,95993,,,,,,,,,,
,,The Dash,,1502 Discovery Bay Blvd,,Discovery Bay,CA,94514,,,,,,,,,,
,,51 St Street Market,,5026 S Avalon Blvd,,Los Angeles,CA,90011,,,,,,,,,,
,,Save Mart,,1449 East F St.,,Oakdale,CA,95361,,,,,,,,,,
,,Alliance Gas Station,,4560 N Grand Ave,,Covina,CA,91724,,,,,,,,,,
,,Murphys Market,,4580 University Avenue,,San Diego,CA,92105,,,,,,,,,,
,,Stater Brothers,,3633 E. Highland Ave.,,Highland,CA,92346,,,,,,,,,,
,,America Market,,1710 Lake Street,,Glendale,CA,91201,,,,,,,,,,
,,Ace Hardware Meiners Oaks,,121 E El Roblar,,Ojai,CA,93023,,,,,,,,,,
,,Mercado La Flor,,931 I Street,,Reedley,CA,93654,,,,,,,,,,
,,G & M Oil 177,,907 Palm Ave,,Imperial Beach,CA,91932,,,,,,,,,,
,,K Mart 3151,,1950 N. Imperial Ave,,El Centro,CA,92243,,,,,,,,,,
,,Stater Brothers,,78630 Us Highway 111,,La Quinta,CA,92253,,,,,,,,,,
,,The Pit Stop,,800 Main St,,Cambria,CA,93428,,,,,,,,,,
,,Rite Aid 6400,,3105 Rancho Vista,,Palmdale,CA,93551,,,,,,,,,,
,,Stater Brothers,,14168 Highway 395,,Adelanto,CA,92301,,,,,,,,,,
,,Big Value Market,,31741 Riverside Dr,,Lake Elsinore,CA,92530,,,,,,,,,,
,,Quick Stop,,2303 E Lake Ave,,Watsonville,CA,95076,,,,,,,,,,
,,Arco New Centry Oil,,3073 E Los Feliz Blvd,,Los Angeles,CA,90039,,,,,,,,,,
,,Grocery Outlet 019,,200 Travis Blvd,,Fairfield,CA,94533,,,,,,,,,,
,,Mi Pueblo,,1516 E Valley Parkway,,Escondido,CA,92027,,,,,,,,,,
,,Easy Way Market,,3435 Pioneer Drive,,Bakersfield,CA,93306,,,,,,,,,,
,,Raleys 230,,765 S Hwy 65,,Lincoln,CA,95648,,,,,,,,,,
,,Rite Aid 5525,,1890 Ximeno Ave,,Long Beach,CA,90815,,,,,,,,,,
,,Rite Aid 5756,,6767 Westminster Blvd,,Westminster,CA,92683,,,,,,,,,,
,,Shop Smart 73,,355 Lakeport,,Lakeport,CA,95453,,,,,,,,,,
,,Galleria Market,,10201 Reseda Blvd,,Northridge,CA,91324,,,,,,,,,,
,,Sultan Marketplace,,23611 El Toro Rd.,,Lake Forest,CA,92630,,,,,,,,,,
,,San Miguel Mercado Y Carniceri,,626 E Market St,,Salinas,CA,93905,,,,,,,,,,
,,Northgate Market 10,,6801 S Atlantic Blvd,,Bell,CA,90201,,,,,,,,,,
,,Safeway 2511 0997,,1663 Branham Lane,,San Jose,CA,95118,,,,,,,,,,
,,Circle K 1178,,426 Skyline,,Avenal,CA,93204,,,,,,,,,,
,,Raleys,,1550 E F St,,Oakdale,CA,95361,,,,,,,,,,
,,Circle K 2981 (Pcf),,12320 Willow Road,,Lakeside,CA,92040,,,,,,,,,,
,,San Joaquin River,,30000 Kasson Rd,,Tracy,CA,95304,,,,,,,,,,
,,Lucky,,5000 W. Mowry,,Fremont,CA,94538,,,,,,,,,,
,,Super Mercado Mexico 2,,204 Willow St,,San Jose,CA,95110,,,,,,,,,,
,,Rite Aid 4204 5967,,20580 Homestead Ave,,Cupertino,CA,95014,,,,,,,,,,
,,Circle K 2655072,,12004 E Ramona Blvd,,El Monte,CA,91732,,,,,,,,,,
,,Wagner Pharmacy,,1224 E Mcfadden Ave,,Santa Ana,CA,92705,,,,,,,,,,
,,Old Firehouse Market,,387 Wilma Ave,,Aromas,CA,95004,,,,,,,,,,
,,Wmsc #5154 (Ca0227),,1827 Walnut Grove Blvd,,Rosemead,CA,91770,,,,,,,,,,
,,Mesa Consolidated Water District,,1965 Placentia Avenue,,Costa Mesa,CA,92627,,,,,,,,,,
,,Food 4 Less Kroger,,1821 N. Hacienda Blvd.,,La Puente,CA,91744,,,,,,,,,,
,,Chois Market 99 And Up,,10536 Long Beach Blvd,,Lynwood,CA,90262,,,,,,,,,,
,,Lucky,,430 Blossom Hill Rd.,,San Jose,CA,95123,,,,,,,,,,
,,Kc Water,,131 North Mckinley,Suite 103,Corona,CA,92879,,,,,,,,,,
,,G & M Oil 016,,12559 Lambert Rd,,Whittier,CA,90606,,,,,,,,,,
,,Hla Hla Market,,383 Brown Street,,Kettleman City,CA,93239,,,,,,,,,,
,,Circle 6,,3105 E Ventura,,Fresno,CA,93702,,,,,,,,,,
,,Food 4 Less Kroger,,1820 W. Slauson Ave.,,Los Angeles,CA,90047,,,,,,,,,,
,,Grocery Outlet 18,,6421 Ming Ave,,Bakersfield,CA,93309,,,,,,,,,,
,,Major Market,,1855 S. Center City Parkway,,Escondido,CA,92028,,,,,,,,,,
,,Tropicana Market,,829 N Santa Fe Ave,,Vista,CA,92084,,,,,,,,,,
,,S & J Liquor,,925 Cypress Avenue,,Los Angeles,CA,90065,,,,,,,,,,
,,Fairway Market,,323 Williams Rd,,Salinas,CA,93905,,,,,,,,,,
,,Rite Aid 5824,,1207 Grand Avenue,,Arroyo Grande,CA,93420,,,,,,,,,,
,,The Iceman Inc,,8710 Park Street,,Bellflower,CA,90706,,,,,,,,,,
,,Happy Laundry,,500 Mc Laughlin,,San Jose,CA,95148,,,,,,,,,,
,,Wash America,,2148 Story Rd,,San Jose,CA,95122,,,,,,,,,,
,,Circle K 5018,,1021 Shaffer Rd,,Atwater,CA,95301,,,,,,,,,,
,,Sunset Market,,1600 S Chester Ave,,Bakersfield,CA,93304,,,,,,,,,,
,,Zanottos Market,,1970 Naglee Ave,,San Jose,CA,95126,,,,,,,,,,
,,CVS 09649,,33499 Yucaipa Blvd,,Yucaipa,CA,92399,,,,,,,,,,
